Query,Response,neg,neu,pos,compound
oh really who won,our school did they played really well,0.0,0.409,0.591,0.6529
our school did they played really well,too bad i was busy i really wanted to go,0.0,0.511,0.489,0.5849
too bad i was busy i really wanted to go,yeah you should have it was really exciting,0.333,0.667,0.0,-0.5423
yeah you should have it was really exciting,so what was the score,0.0,0.513,0.487,0.6901
so what was the score,the score was,0.0,1.0,0.0,0.0
the score was,man that was a really close game,0.0,1.0,0.0,0.0
man that was a really close game,thats what made it so great,0.0,1.0,0.0,0.0
thats what made it so great,ill make sure and make it to the next one,0.0,0.488,0.512,0.7384
were you able to attend friday nights basketball game,i was unable to make it,0.0,1.0,0.0,0.0
i was unable to make it,you should have been there it was intense,0.0,1.0,0.0,0.0
you should have been there it was intense,is that right who ended up winning,0.0,0.843,0.157,0.0772
is that right who ended up winning,our team was victorious,0.0,0.638,0.362,0.5267
our team was victorious,i wish i was free that night im kind of mad that i didnt go,0.0,1.0,0.0,0.0
i wish i was free that night im kind of mad that i didnt go,it was a great game,0.189,0.487,0.324,0.3626
it was a great game,what was the score at the end of the game,0.0,0.423,0.577,0.6249
what was the score at the end of the game,our team won,0.0,1.0,0.0,0.0
our team won,sounds like it was a close game,0.0,0.448,0.552,0.5719
sounds like it was a close game,thats the reason it was such a great game,0.0,0.667,0.333,0.3612
thats the reason it was such a great game,the next game i will definitely be there,0.0,0.631,0.369,0.6249
i was meaning to ask you if you saw the basketball game on friday,i wanted to go but i couldnt,0.0,1.0,0.0,0.0
i wanted to go but i couldnt,it was a great game,0.0,1.0,0.0,0.0
it was a great game,its too bad that i couldnt make it who won,0.0,0.423,0.577,0.6249
its too bad that i couldnt make it who won,our team played hard and won,0.246,0.493,0.261,0.0516
our team played hard and won,i really wish i went to the game,0.133,0.286,0.581,0.6908
i really wish i went to the game,it was the best game ever,0.0,0.626,0.374,0.4576
it was the best game ever,so tell me the final score,0.0,0.543,0.457,0.6369
so tell me the final score,the other team lost by three points,0.0,1.0,0.0,0.0
the other team lost by three points,it mustve been a close game,0.247,0.753,0.0,-0.3182
it mustve been a close game,it really was you shouldve gone,0.0,1.0,0.0,0.0
what are you doing this weekend,im going to the movies with a friend how about you,0.0,1.0,0.0,0.0
im going to the movies with a friend how about you,im not sure yet,0.0,0.738,0.262,0.4939
im not sure yet,well did you want to go see a movie with me,0.395,0.605,0.0,-0.2411
well did you want to go see a movie with me,what movie are you going to see,0.0,0.702,0.298,0.34
what movie are you going to see,im not sure yet is there something you want to see,0.0,1.0,0.0,0.0
im not sure yet is there something you want to see,theres nothing i can think of,0.16,0.734,0.106,-0.1685
theres nothing i can think of,so did you want to go,0.0,1.0,0.0,0.0
so did you want to go,no thanks maybe another time,0.0,0.762,0.238,0.144
no thanks maybe another time,okay sounds good,0.272,0.37,0.358,0.1779
do you know what youre going to do this weekend,i am going to see a movie with a friend of mine what about you,0.0,1.0,0.0,0.0
i am going to see a movie with a friend of mine what about you,i dont know,0.0,0.775,0.225,0.4939
i dont know,would you like to see a movie with me and my friend,0.0,1.0,0.0,0.0
would you like to see a movie with me and my friend,do you know what movie youre going to watch,0.0,0.612,0.388,0.6908
do you know what movie youre going to watch,i dont know but was there a certain movie you wanted to see,0.0,1.0,0.0,0.0
i dont know but was there a certain movie you wanted to see,none that i can think of,0.0,0.791,0.209,0.3919
none that i can think of,well would you like to go,0.0,1.0,0.0,0.0
well would you like to go,thank you for inviting me but i think ill pass,0.0,0.465,0.535,0.5574
thank you for inviting me but i think ill pass,all right another time then,0.0,0.673,0.327,0.34
you have any ideas as to what you want to do this weekend,im going to the movie theater with my friend what are you going to do,0.0,0.902,0.098,0.0772
im going to the movie theater with my friend what are you going to do,im not quite sure yet,0.0,0.814,0.186,0.4939
im not quite sure yet,how about you see a movie with me and my friend,0.353,0.647,0.0,-0.2912
how about you see a movie with me and my friend,what movie are you and your friend planning on watching,0.0,0.738,0.262,0.4939
what movie are you and your friend planning on watching,not sure is there a movie out that catches your eye,0.0,0.738,0.262,0.4939
not sure is there a movie out that catches your eye,no good movies come to mind,0.179,0.821,0.0,-0.2411
no good movies come to mind,have you decided whether or not you would like to go,0.242,0.44,0.319,0.1779
have you decided whether or not you would like to go,no thanks maybe another time,0.174,0.826,0.0,-0.2755
did you go to school today,yeah i went to school today were you there,0.0,1.0,0.0,0.0
yeah i went to school today were you there,no i didnt go ive been sick,0.0,0.761,0.239,0.296
no i didnt go ive been sick,that sucks did you want the assignments from english class,0.579,0.421,0.0,-0.6705
that sucks did you want the assignments from english class,that would be nice thank you,0.212,0.678,0.11,-0.296
that would be nice thank you,no problem youre welcome,0.0,0.43,0.57,0.6486
no problem youre welcome,i will be glad to do the same for you when youre sick,0.551,0.112,0.337,-0.2263
i will be glad to do the same for you when youre sick,well thank you i hope to see you at school tomorrow,0.202,0.613,0.184,-0.0772
have you attended school today,i attended school today did you,0.0,1.0,0.0,0.0
i attended school today did you,i wasnt able to attend school because i was feeling ill,0.0,1.0,0.0,0.0
i wasnt able to attend school because i was feeling ill,im sorry to hear that would you like the assignments from english class,0.248,0.619,0.133,-0.3182
im sorry to hear that would you like the assignments from english class,i would really appreciate that thanks,0.088,0.743,0.169,0.296
i would really appreciate that thanks,its no trouble at all,0.0,0.328,0.672,0.7316
its no trouble at all,if you get sick ill return the favor,0.62,0.38,0.0,-0.5994
if you get sick ill return the favor,thanks see you at school tomorrow if you feel better,0.275,0.5,0.225,-0.1531
have you gone to school today,i went to school today did you go to school,0.0,1.0,0.0,0.0
i went to school today did you go to school,i couldnt go to school today i was sick,0.0,1.0,0.0,0.0
i couldnt go to school today i was sick,thats horrible id be happy to give you the assignments from english class,0.355,0.645,0.0,-0.5106
thats horrible id be happy to give you the assignments from english class,thank you very much thats kind of you,0.192,0.604,0.203,0.0516
thank you very much thats kind of you,dont mention it,0.0,0.737,0.263,0.3612
dont mention it,when you miss a day of school ill be happy to give you the english assignments,0.0,1.0,0.0,0.0
did you hear the news,what happened,0.0,1.0,0.0,0.0
what happened,our cousin went into labor and had her baby last week,0.0,1.0,0.0,0.0
our cousin went into labor and had her baby last week,she did why didnt anyone tell me,0.0,1.0,0.0,0.0
she did why didnt anyone tell me,i wouldve thought that somebody would have told you,0.0,1.0,0.0,0.0
i wouldve thought that somebody would have told you,no i had no idea,0.0,1.0,0.0,0.0
no i had no idea,well she did her baby was pounds ounces,0.688,0.312,0.0,-0.5267
well she did her baby was pounds ounces,oh my god thats great,0.0,0.769,0.231,0.2732
oh my god thats great,are you going to go and visit her and the baby,0.0,0.316,0.684,0.7574
are you going to go and visit her and the baby,i think that i might,0.0,1.0,0.0,0.0
i think that i might,good i just thought id let you know,0.0,1.0,0.0,0.0
good i just thought id let you know,thanks for telling me,0.0,0.653,0.347,0.4926
have you heard what happened,heard what,0.0,1.0,0.0,0.0
heard what,debrah already had her baby,0.0,1.0,0.0,0.0
debrah already had her baby,i didnt know that,0.0,1.0,0.0,0.0
i didnt know that,i thought you knew,0.0,1.0,0.0,0.0
i thought you knew,i honestly didnt know,0.0,1.0,0.0,0.0
i honestly didnt know,the baby was pounds ounces,0.0,0.4,0.6,0.4588
the baby was pounds ounces,thats good to hear,0.0,1.0,0.0,0.0
thats good to hear,will you go and visit them,0.0,0.508,0.492,0.4404
will you go and visit them,of course i will,0.0,1.0,0.0,0.0
of course i will,i just wanted to give you the good news,0.0,1.0,0.0,0.0
i just wanted to give you the good news,thanks for letting me know,0.0,0.707,0.293,0.4404
have you heard the news,i havent heard anything,0.0,1.0,0.0,0.0
i havent heard anything,debrah had her baby last week,0.0,1.0,0.0,0.0
debrah had her baby last week,nobody told me,0.0,1.0,0.0,0.0
nobody told me,i thought you heard,0.0,1.0,0.0,0.0
i thought you heard,i really wasnt told anything,0.0,1.0,0.0,0.0
i really wasnt told anything,she was a cute pounds ounces,0.0,1.0,0.0,0.0
she was a cute pounds ounces,wow how exciting,0.0,0.571,0.429,0.4588
wow how exciting,i know you should really go and see her and the baby,0.0,0.125,0.875,0.7906
i know you should really go and see her and the baby,of course i will,0.0,1.0,0.0,0.0
of course i will,i just wanted to let you know what happened,0.0,1.0,0.0,0.0
did you go to school today,of course did you,0.0,1.0,0.0,0.0
of course did you,i didnt want to so i didnt,0.0,1.0,0.0,0.0
i didnt want to so i didnt,thats sad but have you gone to the movies recently,0.234,0.766,0.0,-0.0572
thats sad but have you gone to the movies recently,thats a switch,0.186,0.814,0.0,-0.2617
thats a switch,im serious have you,0.0,1.0,0.0,0.0
im serious have you,no i havent why,0.302,0.698,0.0,-0.0772
no i havent why,i really want to go to the movies this weekend,0.524,0.476,0.0,-0.296
i really want to go to the movies this weekend,so go then,0.0,0.834,0.166,0.1513
so go then,i really dont want to go by myself,0.0,1.0,0.0,0.0
i really dont want to go by myself,well anyway do you plan on going to school tomorrow,0.2,0.8,0.0,-0.1281
well anyway do you plan on going to school tomorrow,no i think im going to go to the movies,0.0,0.811,0.189,0.2732
did you make it to school today,i always do did you go to school today,0.0,1.0,0.0,0.0
i always do did you go to school today,no i didnt,0.0,1.0,0.0,0.0
no i didnt,you should have but have you seen any movies lately,0.688,0.312,0.0,-0.296
you should have but have you seen any movies lately,that was an odd change of subject,0.0,1.0,0.0,0.0
that was an odd change of subject,maybe it was but answer the question,0.277,0.723,0.0,-0.3182
maybe it was but answer the question,no not recently,0.0,1.0,0.0,0.0
no not recently,i want to go to see a movie this weekend,0.524,0.476,0.0,-0.296
i want to go to see a movie this weekend,whats stopping you then,0.0,0.843,0.157,0.0772
whats stopping you then,i dont want to go alone,0.348,0.652,0.0,-0.1531
i dont want to go alone,so will you be at school tomorrow,0.518,0.482,0.0,-0.3009
so will you be at school tomorrow,no i want to go to the movies instead,0.0,1.0,0.0,0.0
did you even bother to go to school today,yeah i went did you go,0.231,0.769,0.0,-0.34
yeah i went did you go,no i didnt feel like it,0.0,0.645,0.355,0.296
no i didnt feel like it,thats nice have you been to the movies lately,0.59,0.41,0.0,-0.5122
thats nice have you been to the movies lately,no but that was a random change of subject,0.0,0.741,0.259,0.4215
no but that was a random change of subject,it may have been random but have you,0.186,0.814,0.0,-0.1531
it may have been random but have you,i havent lately,0.0,1.0,0.0,0.0
i havent lately,i would love to catch a movie this weekend,0.0,1.0,0.0,0.0
i would love to catch a movie this weekend,so then why dont you just go,0.0,0.588,0.412,0.6369
so then why dont you just go,i dont want to see a movie by myself,0.0,1.0,0.0,0.0
i dont want to see a movie by myself,okay so are you going to school tomorrow,0.169,0.831,0.0,-0.0572
thanks for coming to see me today,its no problem i was really missing you anyway,0.0,0.674,0.326,0.4404
its no problem i was really missing you anyway,i missed you too,0.597,0.403,0.0,-0.7501
i missed you too,why havent you tried to come see me then,0.524,0.476,0.0,-0.296
why havent you tried to come see me then,ive been really busy,0.0,1.0,0.0,0.0
ive been really busy,doing what,0.0,1.0,0.0,0.0
doing what,working,0.0,1.0,0.0,0.0
working,i wouldve come to see you sooner but ive been busy too,0.0,1.0,0.0,0.0
i wouldve come to see you sooner but ive been busy too,what have you been doing,0.0,1.0,0.0,0.0
